Product_Family,Product_Family_Id,Product_Group,Product_Group_id,Product_Name,Product_Name_id,Product_Size,Produt_Type
Rosaceae,1160,Cherokee Rose,3804,Cordia lima (Desv.) Roem. & Schult.,2488,Large,Indoor
Parmeliaceae,1129,Parmotrema Lichen,3642,Syringa L.,2489,Small,Landscape
Myrtaceae,1117,Mottlecah,3576,Liriope Lour.,2490,Large,Indoor
Leskeaceae,1095,Giant Pseudoleskea Moss,3515,Cyclopeltis semicordata (Sw.) J. Sm.,2491,Medium,Outdoor
Asteraceae,1020,Field Sowthistle,3086,Carex granularis Muhl. ex Willd.,2492,Large,Outdoor
Pteridaceae,1151,Fragile Maidenhair,3769,Dicranella lindigiana (Hampe) Mitt.,2493,Medium,Outdoor
Myristicaceae,1115,Virola,3570,Pedicularis attollens A. Gray ssp. protogyna Pennell,2494,Small,Landscape
Poaceae,1140,Petioled Fountaingrass,3701,Botrychium simplex E. Hitchc.,2495,Small,Landscape
Polytrichaceae,1145,Atrichum Moss,3754,Hexastylis arifolia (Michx.) Small var. arifolia,2496,Small,Outdoor
Malvaceae,1107,Viscid Mallow,3558,Penstemon procerus Douglas ex Graham,2497,Small,Indoor
Arecaceae,1015,Syagrus,3049,Horkelia fusca Lindl. ssp. pseudocapitata (Rydb. ex Howell) D.D. Keck,2498,Small,Indoor
Grammitidaceae,1074,Filmy Kihifern,3454,Scleria oligantha Michx.,2499,Medium,Outdoor
Aizoaceae,1004,Vredenberg Ice Plant,3015,Penstemon fruticosus (Pursh) Greene var. scouleri (Lindl.) Cronquist,2500,Medium,Outdoor
Blechnaceae,1024,Rooting Chainfern,3163,Phalaris minor Retz.,2501,Small,Landscape
Cyperaceae,1053,Cherokee Sedge,3305,Hackelia pinetorum (Greene ex A. Gray) I.M. Johnst. var. pinetorum,2502,Large,Landscape
Scrophulariaceae,1167,Cutleaf Beardtongue,3868,Lobelia ×speciosa Sweet var. speciosa,2503,Large,Landscape
Rosaceae,1160,Hawthorn,3811,Trifolium longipes Nutt. ssp. longipes,2504,Small,Landscape
Aceraceae,1002,Sycamore Maple,3011,Rubus trux Ashe,2505,Large,Outdoor
Fabaceae,1066,Psophocarpus,3414,Parmotrema louisianae (Hale) Hale,2506,Medium,Indoor
Liliaceae,1098,Rosepink Zephyrlily,3533,Tridens eragrostoides (Vasey & Scribn.) Nash,2507,Large,Indoor
Lecideaceae,1094,Lecidea Lichen,3514,Phacelia humilis Torr. & A. Gray var. humilis,2508,Medium,Landscape
Violaceae,1191,Bog White Violet,3939,Eurybia radula (Aiton) G.L. Nesom,2509,Large,Landscape
Arthoniaceae,1017,Willey's Dot Lichen,3052,Luehea speciosa Willd.,2510,Small,Indoor
Poaceae,1140,False Semaphoregrass,3679,Luffa operculata (L.) Cogn.,2511,Large,Indoor
Rosaceae,1160,Eelkek,3808,Collema furfuraceum (Arnold) Du Rietz var. luzonense (Rasanen) Degel.,2512,Small,Outdoor
Scrophulariaceae,1167,Coast Indian Paintbrush,3867,Arabis lyrata L.,2513,Small,Landscape
Chenopodiaceae,1041,Coastal Seepweed,3262,Rorippa curvisiliqua (Hook.) Besser ex Britton var. lyrata (Nutt.) M. Peck ex C.L. Hitchc.,2514,Large,Outdoor
Euphorbiaceae,1065,Poinsettia,3360,Macleaya R. Br.,2515,Medium,Indoor
Amblystegiaceae,1007,Amblystegium Moss,3019,Calliergon macounii Karcz. Iixo,2516,Large,Outdoor
Cladoniaceae,1043,Cup Lichen,3273,Acicarpha tribuloides Juss.,2517,Medium,Landscape
Oleaceae,1121,Ash,3592,Calyptronoma Griseb.,2518,Small,Indoor
Rubiaceae,1161,Yunnan Luculia,3841,Curcuma amada Roxb.,2519,Small,Outdoor
Elatinaceae,1062,Chilean Waterwort,3347,Lithospermum multiflorum Torr. ex A. Gray,2520,Medium,Indoor
Potamogetonaceae,1148,Fineleaf Pondweed,3762,Cyperus polystachyos Rottb. var. miser Kük.,2521,Small,Indoor
Asteraceae,1020,Elmleaf Goldenrod,3082,Dudleya multicaulis (Rose) Moran,2522,Large,Outdoor
Fabaceae,1066,Hayden's Clover,3399,Lathyrus polymorphus Nutt. ssp. polymorphus var. hapemanii (A. Nelson) C.L. Hitchc.,2523,Medium,Landscape
Fabaceae,1066,Gray's Milkpea,3396,Euphorbia aaron-rossii A.H. Holmgren & N.H. Holmgren,2524,Large,Indoor
Arecaceae,1015,Wai'oli Valley Pritchardia,3050,Euphrasia tetraquetra (Brébiss.) Arrond.,2525,Small,Outdoor
Asteraceae,1020,Oregon False Goldenaster,3111,Ardisia Sw.,2526,Small,Outdoor
Poaceae,1140,Cypress Panicgrass,3674,Downingia concolor Greene var. tricolor (Greene) Jeps.,2527,Medium,Outdoor
Passifloraceae,1130,Red Passion-flower,3644,Peperomia maxonii C. DC.,2528,Large,Indoor
Solanaceae,1170,Puerto Rico Raintree,3902,Melanelia olivacea (L.) Eassl.,2529,Large,Indoor
Polygonaceae,1143,Waldo Buckwheat,3749,Penstemon davidsonii Greene var. menziesii (D.D. Keck) Cronquist,2530,Large,Landscape
Asteraceae,1020,Coastal Tarweed,3072,Descurainia pinnata (Walter) Britton ssp. menziesii (DC.) Detling,2531,Medium,Outdoor
Onagraceae,1122,Redspot Clarkia,3601,Plantago australis Lam. ssp. hirtella (Kunth) Rahn,2532,Large,Landscape
Brassicaceae,1027,Lyrate Rockcress,3194,Salvia longistyla Benth.,2533,Medium,Landscape
Brassicaceae,1027,Lyrateleaf Yellowcress,3195,Scutellaria potosina Brandegee ssp. platyphylla Epling,2534,Small,Outdoor
Lythraceae,1105,Pukamole,3552,Usnea michauxii I. Tav.,2535,Small,Landscape
Saxifragaceae,1166,Heartleaf Saxifrage,3855,Rhynchosia michauxii Vail,2536,Large,Indoor
Myrsinaceae,1116,Marlberry,3571,Miriquidica leucophaea (Flörke ex Rabenh.) Hertel & Rambold,2537,Medium,Outdoor
Campanulaceae,1035,Maroonspot Calicoflower,3231,Miriquidica Hertel & Rambold,2538,Small,Indoor
Physciaceae,1134,Rosette Lichen,3650,Pennisetum polystachion (L.) Schult.,2539,Medium,Landscape
Polemoniaceae,1141,Annual Phlox,3722,Apiastrum angustifolium Nutt.,2540,Large,Indoor
Asteraceae,1020,China Aster,3070,Plagiobothrys jonesii A. Gray,2541,Large,Outdoor
Crassulaceae,1049,Oregon Stonecrop,3290,Myrsine pukooensis (Levl.) Hosaka,2542,Large,Landscape
Poaceae,1140,American Common Reed,3662,Monodora Dunal,2543,Small,Landscape
Boraginaceae,1025,Giant-trumpets,3169,Polystichum calderonense Proctor,2544,Medium,Indoor
Brassicaceae,1027,Rough Draba,3201,Melica montezumae Piper,2545,Large,Indoor
Cyperaceae,1053,Crevice Flatsedge,3306,Harrisia martinii (Labour.) Britton,2546,Medium,Indoor
Rosaceae,1160,Roughfruit Berry,3822,Coleanthus Seidel,2547,Large,Landscape
Liliaceae,1098,Osceola's Plume,3531,Eucalyptus macrocarpa Hook.,2548,Small,Indoor
Lamiaceae,1091,Heartleaf Skullcap,3496,Erythrina poeppigiana (Walp.) O.F. Cook,2549,Small,Outdoor
Hydrocharitaceae,1082,Ottelia,3465,Calyptranthes Sw.,2550,Medium,Indoor
Asteraceae,1020,Roughleaf Coneflower,3124,Eragrostis lugens Nees,2551,Large,Outdoor
Micareaceae,1111,Dot Lichen,3566,Cerastium terrae-novae Fernald & Wiegand,2552,Small,Outdoor
Lamiaceae,1091,Spearmint,3505,Ceanothus gloriosus J.T. Howell var. porrectus J.T. Howell,2553,Small,Outdoor
Saxifragaceae,1166,Roundleaf Alumroot,3856,Muhlenbergia Schreb.,2554,Large,Outdoor
Fabaceae,1066,Mountain Immortelle,3406,Muilla S. Watson ex Benth.,2555,Small,Outdoor
Boraginaceae,1025,Roundleaf Stoneseed,3177,Festuca scabra Vahl,2556,Small,Outdoor
Lamiaceae,1091,Thistle Sage,3506,Galium munzii Hilend & J.T. Howell,2557,Medium,Landscape
Symplocaceae,1174,Nispero Cimarron,3907,Abelmoschus moschatus Medik.,2558,Small,Indoor
Teloschistaceae,1176,Orange Lichen,3909,Mycoporum pycnocarpoides Müll. Arg.,2559,Medium,Outdoor
Crassulaceae,1049,Fingertips,3288,Carex nudata W. Boott,2560,Small,Outdoor
Fabaceae,1066,Wilson's Milkvetch,3432,Typha angustifolia L.,2561,Medium,Indoor
Salicaceae,1164,Bog Willow,3849,Chrysopsis linearifolia Semple ssp. linearifolia,2562,Small,Landscape
Asteraceae,1020,Lanceleaf Blazing Star,3105,Nechamandra alternifolia (Roxb.) Thw.,2563,Small,Indoor
Saxifragaceae,1166,Threeparted Miterwort,3859,Houstonia acerosa (A. Gray) A. Gray ex Benth. & Hook. f.,2564,Small,Indoor
Liliaceae,1098,Sexton Mountain Mariposa Lily,3535,Navarretia intertexta (Benth.) Hook. ssp. intertexta,2565,Small,Outdoor
Peltigeraceae,1132,Chocolate Chip Lichen,3646,Brachythecium nelsonii Grout,2566,Large,Indoor
Apiaceae,1011,Cedar Breaks Springparsley,3029,Woodwardia areolata (L.) T. Moore,2567,Small,Outdoor
Campanulaceae,1035,Sierra Calicoflower,3234,Eriogonum deflexum Torr. var. nevadense Reveal,2568,Small,Outdoor
Myrtaceae,1117,Mountainbay,3577,Allium cernuum Roth var. neomexicanum (Rydb.) J.F. Macbr.,2569,Large,Indoor
Asteraceae,1020,Pasture Knapweed,3114,Gaura neomexicana Wooton ssp. neomexicana,2570,Small,Outdoor
Poaceae,1140,Patterson's Bluegrass,3700,Gaura neomexicana Wooton,2571,Medium,Landscape
Saxifragaceae,1166,Tall Alumroot,3858,Rubus obsessus L.H. Bailey,2572,Medium,Indoor
Rubiaceae,1161,Coffee,3832,Physaria newberryi A. Gray var. newberryi,2573,Large,Indoor
Fabaceae,1066,African Locust-bean,3366,Pseuderanthemum variabile (R. Br.) Radlk.,2574,Medium,Indoor
Apocynaceae,1012,White Rubber Vine,3040,Symplocos lanata Krug & Urb.,2575,Medium,Outdoor
Annonaceae,1009,Royal False Pawpaw,3025,Festuca subverticillata (Pers.) Alexeev,2576,Large,Indoor
Ranunculaceae,1155,Royal Knight's-spur,3785,Zizania palustris L. var. interior (Fassett) Dore,2577,Medium,Landscape
Lecanoraceae,1093,Lecidella Lichen,3511,Phacelia formosula Osterh.,2578,Large,Indoor
Portulacaceae,1147,Heckner's Lewisia,3760,Acacia notabilis F. Muell.,2579,Small,Outdoor
Fabaceae,1066,Jamaican Broom,3401,Quercus texana Buckley,2580,Large,Landscape
Onagraceae,1122,Tall Annual Willowherb,3603,Crataegus okennonii Phipps,2581,Large,Landscape
Opegraphaceae,1123,Bonpland's Scribble Lichen,3606,Packera quercetorum (Greene) C. Jeffrey,2582,Medium,Outdoor
Tamaricaceae,1175,Tamarisk,3908,Rubus mundus L.H. Bailey,2583,Medium,Indoor
Ranunculaceae,1155,Jones' Columbine,3783,Oncoba Forssk.,2584,Small,Landscape
Boraginaceae,1025,Borage,3164,Erigeron uniflorus L. ssp. eriocephalus (J. Vahl) Cronquist,2585,Large,Indoor
Poaceae,1140,Gigantochloa,3682,Dryopteris unidentata (Hook. & Arn.) C. Chr.,2586,Large,Outdoor
Solanaceae,1170,Chinese Desert-thorn,3899,Onosma echioides L.,2587,Large,Indoor
Fabaceae,1066,Lackschewitz's Milkvetch,3402,Ribes pinetorum Greene,2588,Medium,Landscape
Juncaceae,1090,Whiteroot Rush,3488,Caloplaca tiroliensis Zahlbr.,2589,Large,Landscape
Malvaceae,1107,Whitestem Globemallow,3559,Caloplaca fraudans (Th. Fr.) H. Olivier,2590,Medium,Landscape
Poaceae,1140,Bosc's Panicgrass,3666,Heterotheca oregona (Nutt.) Shinners var. oregona,2591,Large,Outdoor
Asteraceae,1020,Engelmann's Fleabane,3083,Sedum oreganum Nutt. ssp. tenue R.T. Clausen,2592,Small,Indoor
Caliciaceae,1033,Soot Lichen,3225,Clematis orientalis L.,2593,Medium,Outdoor
Papaveraceae,1128,Macleaya,3626,Origanum L.,2594,Medium,Outdoor
Asteraceae,1020,Costmary,3073,Orthodontium pellucens (Hook.) Bruch & Schimp.,2595,Small,Indoor
Poaceae,1140,Mourning Lovegrass,3694,Zigadenus densus (Desr.) Fernald,2596,Small,Outdoor
Lauraceae,1092,Lancewood,3510,Ottelia Pers.,2597,Small,Outdoor
Portulacaceae,1147,Bostock's Minerslettuce,3758,Arnoglossum ovatum (Walter) H. Rob.,2598,Large,Outdoor
Brachytheciaceae,1026,Brachythecium Moss,3182,Leucanthemum vulgare Lam.,2599,Small,Landscape
Pyrenulaceae,1153,Anthracothecium Lichen,3773,Sanicula crassicaulis Poepp. ex DC. var. tripartita (Suksd.) H. Wolff,2600,Large,Landscape
Asteraceae,1020,Gila Thistle,3089,Ctenitis squamigera (Hook. & Arn.) Copeland,2601,Small,Landscape
Solanaceae,1170,Earleaf Nightshade,3901,Cladina portentosa (Dufour) Follmann ssp. pacifica (Ahti) Ahti,2602,Medium,Outdoor
Polemoniaceae,1141,Needleleaf Navarretia,3726,Linum bienne Mill.,2603,Medium,Outdoor
Malvaceae,1107,Wood's Hau Kuahiwi,3561,Valerianella palmeri Dyal,2604,Small,Landscape
Fabaceae,1066,Royal Snoutbean,3418,Setaria palmifolia (J. Koenig) Stapf,2605,Large,Outdoor
Dicranaceae,1055,Lindig's Dicranella Moss,3329,Mappia racemosa Jacq.,2606,Large,Outdoor
Asteraceae,1020,Arkansas Dozedaisy,3057,Dendropanax laurifolius (Marchal ex Urb.) R.C. Schneid.,2607,Medium,Outdoor
Scrophulariaceae,1167,Hedgehyssop,3874,Astragalus douglasii (Torr. & A. Gray) A. Gray var. douglasii,2608,Large,Indoor
Pinaceae,1135,Chinese Red Pine,3651,Plagiobothrys parishii I.M. Johnst.,2609,Large,Outdoor
Ranunculaceae,1155,Colorado Buttercup,3779,Arabis fernaldiana Rollins var. fernaldiana,2610,Small,Outdoor
Poaceae,1140,Pumpelly's Brome,3705,Parmelinopsis spumosa (Asah.) Elix & Hale,2611,Small,Outdoor
Parmeliaceae,1129,Punctelia,3643,Parmelinopsis Elix & Hale,2612,Small,Outdoor
Parmeliaceae,1129,Punctelia,3643,Parmotrema ultralucens (Krog) Hale,2613,Large,Indoor
Scrophulariaceae,1167,Purdy's Penstemon,3885,Parmotrema internexum (Nyl.) Hale,2614,Medium,Landscape
Brassicaceae,1027,Purple Mistress,3200,Parmotrema endosulphureum (Hillm.) Hale,2615,Medium,Outdoor
Asteraceae,1020,Walter's Aster,3145,Castilleja pilosa (S. Watson) Rydb.,2616,Medium,Outdoor
Cyperaceae,1053,Walter's Sedge,3325,Penstemon parryi (A. Gray) A. Gray,2617,Small,Outdoor
Fabaceae,1066,Graying Clover,3397,Chamaesyce parryi (Engelm.) Rydb.,2618,Large,Landscape
Burseraceae,1029,Chinese White Olive,3214,Heliotropium tenellum (Nutt.) Torr.,2619,Small,Landscape
Brachytheciaceae,1026,Brachythecium Moss,3182,Centaurea bovina Velen.,2620,Medium,Outdoor
Rutaceae,1163,Rue,3847,Poa abbreviata R. Br. ssp. pattersonii (Vasey) Á. Löve & D. Löve & Kapoor,2621,Small,Indoor
Rosaceae,1160,Tampa Blackberry,3828,Prunus persica (L.) Batsch,2622,Medium,Landscape
Polygonaceae,1143,Heermann's Buckwheat,3743,Trifolium polymorphum Poir.,2623,Large,Outdoor
Hymenophyllaceae,1085,Dotted Bristle Fern,3478,Silene tayloriae (B.L. Rob.) Hultén,2624,Medium,Outdoor
Onagraceae,1122,New Mexico Beeblossom,3600,"Lycopodium hickeyi W.H. Wagner, Beitel & Moran",2625,Medium,Landscape
Chenopodiaceae,1041,Winterfat,3269,Parietaria pensylvanica Muhl. ex Willd.,2626,Medium,Outdoor
Thymelaeaceae,1181,Heller's Cieneguillo,3914,Pentaclethra Benth.,2627,Small,Landscape
Asteraceae,1020,Sneezeweed,3136,Ramalina peruviana Ach.,2628,Large,Landscape
Aspleniaceae,1019,Ruffled Spleenwort,3054,Pennisetum petiolare (Hochst.) Chiov.,2629,Small,Outdoor
Saxifragaceae,1166,Allegheny Brookfoam,3854,Philoxerus portulacoides A. St. Hil.,2630,Small,Landscape
Asteraceae,1020,Shadowy Goldenrod,3129,Phlox L.,2631,Medium,Landscape
Viscaceae,1192,Colorado Desert Mistletoe,3946,Phoenicaulis Nutt.,2632,Small,Landscape
Dryopteridaceae,1060,Hemidictyum,3338,"Pediomelum piedmontanum J.R. Allison, M.W. Morris & A.N. Egan",2633,Small,Landscape
Poaceae,1140,Henderson's Needlegrass,3686,Desmanthus pernambucanus (L.) Thell.,2634,Small,Landscape
Lycopodiaceae,1104,Fir Clubmoss,3549,Rhynchospora pineticola C.B. Clarke,2635,Medium,Outdoor
Crocyniaceae,1050,Crocynia Lichen,3291,Coryphantha sulcata (Engelm.) Britton & Rose,2636,Small,Outdoor
Asteraceae,1020,Ward's False Goldenweed,3146,Agalinis divaricata (Chapm.) Pennell,2637,Small,Outdoor
Hydrophyllaceae,1083,Branching Phacelia,3468,Phoebanthus tenuifolius (Torr. & A. Gray) S.F. Blake,2638,Medium,Landscape
Asteraceae,1020,Dwarf Mountain Ragwort,3078,Lechea sessiliflora Raf.,2639,Small,Indoor
Boraginaceae,1025,Onosma,3174,Monotropa hypopitys L.,2640,Small,Indoor
Boraginaceae,1025,Fulvous Popcornflower,3168,Drosera capillaris Poir.,2641,Medium,Indoor
Caryophyllaceae,1039,Mouse-ear Chickweed,3253,Triteleia versicolor Hoover,2642,Small,Indoor
Collemataceae,1045,Rugose Skin Lichen,3280,Paspalum bifidum (Bertol.) Nash,2643,Small,Outdoor
Brassicaceae,1027,Dudley Bluffs Bladderpod,3188,Chenopodium berlandieri Moq. var. macrocalycium (Aellen) Cronquist,2644,Large,Landscape
Fabaceae,1066,Spiny Milkvetch,3423,Poeltinula cerebrina (DC.) Hafellner,2645,Large,Indoor
Polemoniaceae,1141,Smooth Phlox,3730,Pireella pohlii (Schwägr.) Cardot,2646,Small,Landscape
Poaceae,1140,Cotta Grass,3673,Pohlia brevinervis Lindb. & Arnell,2647,Large,Outdoor
Polemoniaceae,1141,Grayleaf Phlox,3725,Euphorbia pulcherrima Willd. ex Klotzsch,2648,Medium,Landscape
Parmeliaceae,1129,Ahti's Neofuscelia Lichen,3630,Polysporina urceolata (Anzi) Brodo,2649,Large,Indoor
Saxifragaceae,1166,Slightstemmed Miterwort,3857,Porpidia Körb.,2650,Large,Indoor
Fabaceae,1066,Douglas' Silver Lupine,3386,Stellaria porsildii Chinnappa,2651,Large,Indoor
Apocynaceae,1012,Deviltree,3038,Viburnum nudum L. var. nudum,2652,Medium,Indoor
Moraceae,1113,Breadfruit,3568,Baccharis texana (Torr. & A. Gray) A. Gray,2653,Medium,Indoor
Acanthaceae,1000,Britton's Wild Petunia,3002,Erigeron strigosus Muhl. ex Willd. var. septentrionalis (Fernald & Wiegand) Fernald,2654,Medium,Landscape
Apocynaceae,1012,Herbaceous Periwinkle,3039,Lespedeza leptostachya Engelm.,2655,Small,Indoor
Liliaceae,1098,Sagebrush Mariposa Lily,3534,Calamovilfa longifolia (Hook.) Scribn. var. magna Scribn. & Merr.,2656,Large,Landscape
Parmeliaceae,1129,Parmotrema Lichen,3642,Ligustrum L.,2657,Small,Landscape
Violaceae,1191,Salad Violet,3944,Panicum miliaceum L.,2658,Medium,Indoor
Asteraceae,1020,Ward's False Goldenweed,3146,Veronica prostrata L.,2659,Large,Outdoor
Lamiaceae,1091,Broadtooth Hedgenettle,3491,Egletes prostrata (Sw.) Kuntze,2660,Small,Landscape
Blechnaceae,1024,Netted Chainfern,3162,Pseudocyphellaria crocata (L.) Vain.,2661,Large,Outdoor
Cucurbitaceae,1051,Herbst's Bur Cucumber,3294,Psophocarpus palustris Desv.,2662,Small,Indoor
Liliaceae,1098,White False Hellebore,3539,Brunfelsia portoricensis Krug & Urb.,2663,Medium,Indoor
Rosaceae,1160,New York Dewberry,3817,Lythrum maritimum Kunth,2664,Large,Landscape
Asteraceae,1020,Salinas Valley Goldfields,3125,Bromus inermis Leyss. ssp. pumpellianus (Scribn.) Wagnon var. pumpellianus (Scribn.) C.L. Hitchc.,2665,Small,Indoor
Poaceae,1140,Purple Sandgrass,3706,Punctelia subrudecta (Nyl.) Krog,2666,Medium,Outdoor
Asteraceae,1020,Pussytoes,3119,Punctelia perreticulata (Rasanen) G. Wilh. & Ladd,2667,Small,Landscape
Apiaceae,1011,Water Cowbane,3035,Penstemon heterophyllus Lindl. ssp. purdyi D.D. Keck,2668,Medium,Indoor
Ranunculaceae,1155,Columbine,3780,Moricandia arvensis (L.) DC.,2669,Large,Landscape
Hydrophyllaceae,1083,Saline Valley Phacelia,3473,Triplasis purpurea (Walter) Chapm.,2670,Large,Indoor
Brassicaceae,1027,Brown Mustard,3187,Antennaria ×macounii Greene (pro sp.),2671,Medium,Landscape
Acarosporaceae,1001,Polysporina Lichen,3009,Canbya Parry ex A. Gray,2672,Small,Landscape
Cyperaceae,1053,Smooth Sawgrass,3321,Pyrenocollema caesium (Nyl.) R.C. Harris,2673,Large,Landscape
Lecanoraceae,1093,Miriquidica Lichen,3512,Pyrenopsis fuscoatra Fink,2674,Large,Landscape
Cabombaceae,1031,Fish-grass,3216,Carex ×quebecensis Lepage,2675,Medium,Indoor
Fabaceae,1066,Brown's Pea,3378,Hieracium glomeratum Froel.,2676,Large,Outdoor
Cladoniaceae,1043,Transcend Cup Lichen,3275,Flindersia brayleyana F. Muell.,2677,Medium,Outdoor
Fabaceae,1066,Tarwi,3426,Quillaja Molina,2678,Large,Landscape
Ramalinaceae,1154,Peruvian Cartilage Lichen,3776,Schismatomma rappii (Zahlbr.) R.C. Harris,2679,Small,Indoor
Uncertain Ascomycota Family,1186,Heterocyphelium Lichen,3922,Crotalaria alata Buch.-Ham. ex D. Don,2680,Small,Outdoor
Plantaginaceae,1137,Buckhorn Plantain,3656,Prenanthes ×mainensis A. Gray (pro sp.),2681,Medium,Indoor
Orchidaceae,1125,Laelia,3617,Aesculus pavia L. var. pavia,2682,Large,Outdoor
Asteraceae,1020,Ovateleaf Cacalia,3112,Eucalyptus sideroxylon A. Cunn. ex Woolls,2683,Medium,Indoor
Papaveraceae,1128,Pygmypoppy,3627,Passiflora princeps Lodd.,2684,Medium,Indoor
Plantaginaceae,1137,Ale,3655,Hesperaloe parviflora (Torr.) J.M. Coult.,2685,Large,Landscape
Juncaceae,1090,Elliott's Rush,3487,Cornus sericea L. ssp. sericea,2686,Medium,Landscape
Rosaceae,1160,Peach,3820,Clarkia speciosa F.H. Lewis & M.E. Lewis,2687,Medium,Landscape
Primulaceae,1150,Spoonleaf Yellow Loosestrife,3767,Reinkella Darbish.,2688,Medium,Outdoor
Poaceae,1140,Bunch Cutgrass,3667,Helianthus resinosus Small,2689,Medium,Landscape
Heliconiaceae,1079,Wild Plantain,3461,Thelypteris resinifera (Desv.) Proctor,2690,Large,Landscape
Asteraceae,1020,Skyblue Aster,3134,Pleopeltis polypodioides (L.) Andrews & Windham,2691,Small,Outdoor
Rosaceae,1160,Sierra Horkelia,3825,Eriogonum contiguum (Reveal) Reveal,2692,Small,Outdoor
Amblystegiaceae,1007,Macoun's Calliergon Moss,3022,Hedeoma reverchonii (A. Gray) A. Gray var. reverchonii,2693,Large,Landscape
Poaceae,1140,Southern Threeawn,3715,Rhachithecium Broth. ex Le Jolis,2694,Small,Outdoor
Asteraceae,1020,San Joaquin Tarweed,3126,Echinochloa phyllopogon (Stapf) Koso-Pol.,2695,Large,Landscape
Asteraceae,1020,Western Silver Aster,3149,Selaginella arenicola Underw. ssp. riddellii (Van Eselt.) R. Tryon,2696,Medium,Outdoor
Piperaceae,1136,Maxon's Peperomia,3654,Lecanora muralis (Schreb.) Rabenh. var. versicolor (Pers.) Tuck.,2697,Small,Landscape
Parmeliaceae,1129,Melanelia Lichen,3639,Lecanora monticola H. Magn.,2698,Small,Outdoor
Scrophulariaceae,1167,Menzies' Penstemon,3880,Lecanora dispersoareolata (Schaerer) Lamy,2699,Medium,Outdoor
Scrophulariaceae,1167,Menzies' Penstemon,3880,Lecanora cinereofusca H. Magn.,2700,Small,Indoor
Brassicaceae,1027,Menzies' Tansymustard,3196,Lecanora boligera (Norman ex Th. Fr.) Hedl.,2701,Large,Indoor
Plantaginaceae,1137,Mexican Plantain,3657,Lecanora bicincta Ramond,2702,Small,Landscape
Lamiaceae,1091,Mexican Sage,3498,Lecanora argopholis (Ach.) Ach.,2703,Small,Landscape
Liliaceae,1098,Lilyturf,3528,Aspicilia contigua (Lynge) J.W. Thomson,2704,Small,Landscape
Asteraceae,1020,Queen-devil Hawkweed,3120,Rinodina silicicola de Lesd.,2705,Large,Landscape
Rutaceae,1163,Queensland Maple,3846,Rinodina milvina (Wahlenb.) Th. Fr.,2706,Medium,Landscape
Opegraphaceae,1123,Rapp's Schismatomma Lichen,3607,Rinodina lepida (Nyl.) Müll. Arg.,2707,Large,Outdoor
Asteraceae,1020,Oxeye Daisy,3113,Callistemon sieberi DC.,2708,Medium,Indoor
Apiaceae,1011,Pacific Blacksnakeroot,3032,Eucalyptus camaldulensis Dehnh.,2709,Medium,Indoor
Piperaceae,1136,Higuillo,3653,Lotus denticulatus (E. Drew) Greene,2710,Medium,Landscape
Ericaceae,1063,Dacite Manzanita,3351,Lobelia robusta Graham var. portoricensis (A. DC.) McVaugh,2711,Small,Landscape
Papaveraceae,1128,Spotted Asian Poppy,3628,Roccella decipiens Darbish.,2712,Small,Outdoor
Euphorbiaceae,1065,Sandmat,3362,Panicum beecheyi Hook. & Arn.,2713,Large,Outdoor
Arecaceae,1015,Fishtail Palm,3047,Carex petricosa Dewey var. misandroides (Fernald) B. Boivin,2714,Medium,Indoor
Asteraceae,1020,Greater Knapweed,3093,Euphorbia roemeriana Scheele,2715,Medium,Outdoor
Porpidiaceae,1146,Crust Porpidia Lichen,3756,Echinocereus ×roetteri (Englem.) Rumpler  ×roetteri ,2716,Small,Landscape
Rosaceae,1160,Hollyleaf Cherry,3812,Trifolium rollinsii J.M. Gillett,2717,Small,Landscape
Poaceae,1140,Bur Bristlegrass,3668,Baccharis neglecta Britton,2718,Small,Outdoor
Fabaceae,1066,Chamaecytisus,3381,Woodwardia radicans (L.) J. Sm.,2719,Small,Landscape
Rhamnaceae,1157,Mt. Vision Ceanothus,3792,Zephyranthes grandiflora Lindl.,2720,Medium,Outdoor
Fabaceae,1066,Rattlebox,3415,Physcia tenella (Scop.) DC.,2721,Medium,Outdoor
Caryophyllaceae,1039,Common Chickweed,3250,Draba asprella Greene var. asprella,2722,Medium,Outdoor
Cyperaceae,1053,Tawny Cottongrass,3322,Rubus lasiococcus A. Gray,2723,Medium,Landscape
Fagaceae,1067,Bur Oak,3436,Rudbeckia scabrifolia L.E. Brown,2724,Small,Indoor
Papaveraceae,1128,Tufted Poppy,3629,Heuchera cylindrica Douglas ex Hook. var. cylindrica,2725,Large,Outdoor
Polygonaceae,1143,Chiricahua Mountain Dock,3738,Lithospermum obtusifolium I.M. Johnst.,2726,Small,Landscape
Commelinaceae,1046,Aneilema,3281,Deeringothamnus pulchellus Small,2727,Small,Outdoor
Polemoniaceae,1141,Southern Gilia,3731,Consolida regalis Gray,2728,Large,Outdoor
Neckeraceae,1118,Homaliadelphus Moss,3584,Rhynchosia cytisoides (Bertol.) Wilbur,2729,Small,Indoor
Asteraceae,1020,Tree Seaside Tansy,3143,Ruta L.,2730,Small,Indoor
Orchidaceae,1125,Autumn Coralroot,3610,Asplenium plenum E.P. St. John ex Small,2731,Large,Landscape
Fabaceae,1066,Egg Milkvetch,3390,Leptogium rugosum Sierk,2732,Small,Landscape
